Timestamp,Concentration of Active Ingredient,Pressure,pH Level
2025-02-28 08:33:14,3.5599999999999983,1.2,6.65
2025-02-28 08:43:14,3.609999999999998,1.13,6.66
2025-02-28 08:53:14,3.629999999999998,1.08,6.68
2025-02-28 09:03:14,3.669999999999998,1.04,6.7
2025-02-28 09:13:14,3.689999999999998,1.01,6.72
2025-02-28 09:23:14,3.719999999999998,1.0,6.74
2025-02-28 09:33:14,3.739999999999998,1.0,6.77
2025-02-28 09:43:14,3.759999999999998,1.02,6.79
2025-02-28 09:53:14,3.799999999999998,1.06,6.81
2025-02-28 10:03:14,3.839999999999998,1.1,6.84
2025-02-28 10:13:14,3.869999999999998,1.17,6.86
